取引日,出金金額（円）,入金金額（円）,海外出金金額,通貨,変換レート（円）,利用国,取引内容,取引先,取引方法,支払い区分,利用者,取引番号
2026/05/21 19:43:08,"1,344",-,-,-,-,日本,支払い,すき家 - 東口店,PayPayあと払い,-,本人,05012200000710
2026/05/22 22:16:49,-,2,-,-,-,日本,ポイント、残高の獲得,スターバックス コーヒー - 駅ビル店,PayPayポイント,-,本人,05012200000711
2026/05/22 22:16:49,561,-,-,-,-,日本,支払い,スターバックス コーヒー - 駅ビル店,PayPay残高,-,本人,05012200000711
2026/05/23 19:50:06,-,"20,000",-,-,-,日本,チャージ,PayPay,PayPay残高,-,本人,05012200000683
2026/05/26 17:50:46,-,68,-,-,-,日本,ポイント、残高の獲得,イオン - 中央店,PayPayポイント,-,本人,05012200000712
2026/05/26 17:50:46,"4,588",-,-,-,-,日本,支払い,イオン - 中央店,クレジット Mastercard 0000,ー回払い,本人,05012200000712
2026/05/28 15:47:29,-,11,-,-,-,日本,ポイント、残高の獲得,ダイソー - 中央店,PayPayポイント,-,本人,05012200000713
2026/05/28 15:47:29,792,-,-,-,-,日本,支払い,ダイソー - 中央店,PayPay残高,-,本人,05012200000713
2026/06/01 12:55:47,-,2,-,-,-,日本,ポイント、残高の獲得,スターバックス コーヒー - 駅ビル店,PayPayポイント,-,本人,05012200000721
2026/06/01 12:55:47,569,-,-,-,-,日本,支払い,スターバックス コーヒー - 駅ビル店,クレジット Mastercard 0000,ー回払い,本人,05012200000721
2026/06/01 21:57:28,-,33,-,-,-,日本,ポイント、残高の獲得,Yahoo!ショッピング,PayPayポイント,-,本人,05012200000722
2026/06/01 21:57:28,"6,603",-,-,-,-,日本,支払い,Yahoo!ショッピング,PayPay残高,-,本人,05012200000722
2026/06/02 08:45:38,-,5,-,-,-,日本,ポイント、残高の獲得,ドトールコーヒーショップ - 東口店,PayPayポイント,-,本人,05012200000723
2026/06/02 08:45:38,502,-,-,-,-,日本,支払い,ドトールコーヒーショップ - 東口店,PayPayあと払い,-,本人,05012200000723
2026/06/04 14:16:44,-,59,-,-,-,日本,ポイント、残高の獲得,Amazon.co.jp,PayPayポイント,-,本人,05012200000724
2026/06/04 14:16:44,"11,940",-,-,-,-,日本,支払い,Amazon.co.jp,PayPayあと払い,-,本人,05012200000724
2026/06/05 12:35:20,-,3,-,-,-,日本,ポイント、残高の獲得,セブン-イレブン 中央一丁目店,PayPayポイント,-,本人,05012200000725
2026/06/05 12:35:20,766,-,-,-,-,日本,支払い,セブン-イレブン 中央一丁目店,PayPay残高,-,本人,05012200000725
2026/06/06 08:17:04,-,26,-,-,-,日本,ポイント、残高の獲得,イオン - 中央店,PayPayポイント,-,本人,05012200000726
2026/06/06 08:17:04,"5,221",-,-,-,-,日本,支払い,イオン - 中央店,PayPay残高,-,本人,05012200000726
2026/06/07 11:10:33,-,9,-,-,-,日本,ポイント、残高の獲得,餃子の王将 - 駅前店,PayPayポイント,-,本人,05012200000728
2026/06/07 11:10:33,"1,837",-,-,-,-,日本,支払い,餃子の王将 - 駅前店,PayPay残高,-,本人,05012200000728
2026/06/07 11:44:19,-,4,-,-,-,日本,ポイント、残高の獲得,スターバックス コーヒー - 駅ビル店,PayPayポイント,-,本人,05012200000727
2026/06/07 11:44:19,823,-,-,-,-,日本,支払い,スターバックス コーヒー - 駅ビル店,PayPayあと払い,-,本人,05012200000727
2026/06/08 16:24:14,-,6,-,-,-,日本,ポイント、残高の獲得,マツモトキヨシ - 東口店,PayPayポイント,-,本人,05012200000729
2026/06/08 16:24:14,"1,397",-,-,-,-,日本,支払い,マツモトキヨシ - 東口店,PayPay残高,-,本人,05012200000729
2026/06/08 21:54:20,"1,590",-,-,-,-,日本,支払い,Netflix,クレジット Mastercard 0000,ー回払い,本人,05012200000715
2026/06/11 13:55:01,-,12,-,-,-,日本,ポイント、残高の獲得,Yahoo!ショッピング,PayPayポイント,-,本人,05012200000730
2026/06/11 13:55:01,"2,553",-,-,-,-,日本,支払い,Yahoo!ショッピング,PayPayあと払い,-,本人,05012200000730
2026/06/12 10:03:31,980,-,-,-,-,日本,支払い,Spotify,クレジット Mastercard 0000,ー回払い,本人,05012200000716
2026/06/13 10:01:02,-,32,-,-,-,日本,ポイント、残高の獲得,業務スーパー 中央二丁目店,PayPayポイント,-,本人,05012200000732
2026/06/13 10:01:02,"2,152",-,-,-,-,日本,支払い,業務スーパー 中央二丁目店,PayPay残高,-,本人,05012200000732
2026/06/13 18:59:55,-,5,-,-,-,日本,ポイント、残高の獲得,スターバックス コーヒー - 駅ビル店,PayPayポイント,-,本人,05012200000733
2026/06/13 18:59:55,399,-,-,-,-,日本,支払い,スターバックス コーヒー - 駅ビル店,PayPay残高,-,本人,05012200000733
2026/06/13 20:07:09,-,2,-,-,-,日本,ポイント、残高の獲得,セブン-イレブン 中央一丁目店,PayPayポイント,-,本人,05012200000731
2026/06/13 20:07:09,563,-,-,-,-,日本,支払い,セブン-イレブン 中央一丁目店,PayPay残高,-,本人,05012200000731
2026/06/15 11:22:55,-,25,-,-,-,日本,ポイント、残高の獲得,業務スーパー 中央二丁目店,PayPayポイント,-,本人,05012200000734
2026/06/15 11:22:55,"1,731",-,-,-,-,日本,支払い,業務スーパー 中央二丁目店,PayPay残高,-,本人,05012200000734
2026/06/15 19:25:21,-,"10,000",-,-,-,日本,チャージ,PayPay,PayPay残高,-,本人,05012200000720
2026/06/15 20:07:51,"5,990",-,-,-,-,日本,支払い,ガス料金 請求書払い,PayPay残高,-,本人,05012200000718
2026/06/16 17:05:47,-,27,-,-,-,日本,ポイント、残高の獲得,マツモトキヨシ - 東口店,PayPayポイント,-,本人,05012200000735
2026/06/16 17:05:47,"1,822",-,-,-,-,日本,支払い,マツモトキヨシ - 東口店,PayPay残高,-,本人,05012200000735
2026/06/17 20:10:35,-,6,-,-,-,日本,ポイント、残高の獲得,セブン-イレブン 中央一丁目店,PayPayポイント,-,本人,05012200000736
2026/06/17 20:10:35,693,-,-,-,-,日本,支払い,セブン-イレブン 中央一丁目店,PayPay残高,-,本人,05012200000736
2026/06/17 22:57:05,-,4,-,-,-,日本,ポイント、残高の獲得,ファミリーマート 本町店,PayPayポイント,-,本人,05012200000737
2026/06/17 22:57:05,434,-,-,-,-,日本,支払い,ファミリーマート 本町店,PayPayあと払い,-,本人,05012200000737
2026/06/18 20:09:16,"4,378",-,-,-,-,日本,支払い,ソフトバンク 携帯料金,クレジット Mastercard 0000,ー回払い,本人,05012200000714
2026/06/19 14:31:55,-,19,-,-,-,日本,ポイント、残高の獲得,丸亀製麺 本町,PayPayポイント,-,本人,05012200000738
2026/06/19 14:31:55,"1,280",-,-,-,-,日本,支払い,丸亀製麺 本町,クレジット Mastercard 0000,ー回払い,本人,05012200000738
2026/06/21 07:08:55,"6,553",-,-,-,-,日本,支払い,電気料金 請求書払い,PayPay残高,-,本人,05012200000717
2026/06/22 15:39:54,-,5,-,-,-,日本,ポイント、残高の獲得,ドトールコーヒーショップ - 東口店,PayPayポイント,-,本人,05012200000739
2026/06/22 15:39:54,373,-,-,-,-,日本,支払い,ドトールコーヒーショップ - 東口店,PayPay残高,-,本人,05012200000739
2026/06/23 07:25:29,-,39,-,-,-,日本,ポイント、残高の獲得,スシロー - 大通り店,PayPayポイント,-,本人,05012200000741
2026/06/23 07:25:29,"3,961",-,-,-,-,日本,支払い,スシロー - 大通り店,PayPay残高,-,本人,05012200000741
2026/06/23 21:08:44,-,29,-,-,-,日本,ポイント、残高の獲得,すき家 - 東口店,PayPayポイント,-,本人,05012200000740
2026/06/23 21:08:44,"1,942",-,-,-,-,日本,支払い,すき家 - 東口店,PayPay残高,-,本人,05012200000740
2026/06/25 10:57:01,-,13,-,-,-,日本,ポイント、残高の獲得,マツモトキヨシ - 東口店,PayPayポイント,-,本人,05012200000743
2026/06/25 10:57:01,"2,735",-,-,-,-,日本,支払い,マツモトキヨシ - 東口店,PayPay残高,-,本人,05012200000743
2026/06/25 18:15:51,-,3,-,-,-,日本,ポイント、残高の獲得,丸亀製麺 本町,PayPayポイント,-,本人,05012200000742
2026/06/25 18:15:51,782,-,-,-,-,日本,支払い,丸亀製麺 本町,PayPay残高,-,本人,05012200000742
2026/06/26 14:10:01,-,14,-,-,-,日本,ポイント、残高の獲得,すき家 - 東口店,PayPayポイント,-,本人,05012200000744
2026/06/26 14:10:01,"1,461",-,-,-,-,日本,支払い,すき家 - 東口店,PayPay残高,-,本人,05012200000744
2026/06/27 16:21:57,-,"30,000",-,-,-,日本,チャージ,PayPay,PayPay残高,-,本人,05012200000719
2026/06/28 22:44:00,-,2,-,-,-,日本,ポイント、残高の獲得,セブン-イレブン 中央一丁目店,PayPayポイント,-,本人,05012200000745
2026/06/28 22:44:00,530,-,-,-,-,日本,支払い,セブン-イレブン 中央一丁目店,PayPay残高,-,本人,05012200000745
2026/06/29 17:15:48,-,28,-,-,-,日本,ポイント、残高の獲得,イオン - 中央店,PayPayポイント,-,本人,05012200000746
2026/06/29 17:15:48,"5,700",-,-,-,-,日本,支払い,イオン - 中央店,クレジット Mastercard 0000,ー回払い,本人,05012200000746
2026/06/29 20:09:12,-,9,-,-,-,日本,ポイント、残高の獲得,サイゼリヤ - 中央店,PayPayポイント,-,本人,05012200000747
2026/06/29 20:09:12,"1,890",-,-,-,-,日本,支払い,サイゼリヤ - 中央店,PayPay残高,-,本人,05012200000747
2026/06/30 10:15:00,-,1,-,-,-,日本,ポイント、残高の獲得,ドトールコーヒーショップ - 東口店,PayPayポイント,-,本人,05012200000750
2026/06/30 10:15:00,357,-,-,-,-,日本,支払い,ドトールコーヒーショップ - 東口店,クレジット Mastercard 0000,ー回払い,本人,05012200000750
2026/06/30 10:36:52,-,20,-,-,-,日本,ポイント、残高の獲得,業務スーパー 中央二丁目店,PayPayポイント,-,本人,05012200000749
2026/06/30 10:36:52,"1,355",-,-,-,-,日本,支払い,業務スーパー 中央二丁目店,クレジット Mastercard 0000,ー回払い,本人,05012200000749
2026/06/30 16:07:49,-,41,-,-,-,日本,ポイント、残高の獲得,イオン - 中央店,PayPayポイント,-,本人,05012200000748
2026/06/30 16:07:49,"4,189",-,-,-,-,日本,支払い,イオン - 中央店,PayPay残高,-,本人,05012200000748
2026/07/02 17:34:04,-,30,-,-,-,日本,ポイント、残高の獲得,サイゼリヤ - 中央店,PayPayポイント,-,本人,05012200000758
2026/07/02 17:34:04,"3,024",-,-,-,-,日本,支払い,サイゼリヤ - 中央店,PayPayあと払い,-,本人,05012200000758
2026/07/03 07:38:30,-,31,-,-,-,日本,ポイント、残高の獲得,業務スーパー 中央二丁目店,PayPayポイント,-,本人,05012200000761
2026/07/03 07:38:30,"2,103",-,-,-,-,日本,支払い,業務スーパー 中央二丁目店,PayPayあと払い,-,本人,05012200000761
2026/07/03 11:50:12,-,46,-,-,-,日本,ポイント、残高の獲得,イオン - 中央店,PayPayポイント,-,本人,05012200000760
2026/07/03 11:50:12,"4,639",-,-,-,-,日本,支払い,イオン - 中央店,クレジット Mastercard 0000,ー回払い,本人,05012200000760
2026/07/03 20:40:07,-,3,-,-,-,日本,ポイント、残高の獲得,セブン-イレブン 中央一丁目店,PayPayポイント,-,本人,05012200000759
2026/07/03 20:40:07,723,-,-,-,-,日本,支払い,セブン-イレブン 中央一丁目店,クレジット Mastercard 0000,ー回払い,本人,05012200000759
2026/07/05 08:18:00,-,5,-,-,-,日本,ポイント、残高の獲得,業務スーパー 中央二丁目店,PayPayポイント,-,本人,05012200000763
2026/07/05 08:18:00,"1,083",-,-,-,-,日本,支払い,業務スーパー 中央二丁目店,PayPay残高,-,本人,05012200000763
2026/07/05 11:20:12,-,8,-,-,-,日本,ポイント、残高の獲得,セブン-イレブン 中央一丁目店,PayPayポイント,-,本人,05012200000762
2026/07/05 11:20:12,887,-,-,-,-,日本,支払い,セブン-イレブン 中央一丁目店,PayPayあと払い,-,本人,05012200000762
2026/07/06 20:35:45,-,24,-,-,-,日本,ポイント、残高の獲得,イオン - 中央店,PayPayポイント,-,本人,05012200000764
2026/07/06 20:35:45,"2,409",-,-,-,-,日本,支払い,イオン - 中央店,PayPay残高,-,本人,05012200000764
2026/07/07 21:32:56,-,7,-,-,-,日本,ポイント、残高の獲得,業務スーパー 中央二丁目店,PayPayポイント,-,本人,05012200000765
2026/07/07 21:32:56,"1,481",-,-,-,-,日本,支払い,業務スーパー 中央二丁目店,クレジット Mastercard 0000,ー回払い,本人,05012200000765
2026/07/08 10:49:59,"1,590",-,-,-,-,日本,支払い,Netflix,クレジット Mastercard 0000,ー回払い,本人,05012200000752
2026/07/08 14:49:46,-,18,-,-,-,日本,ポイント、残高の獲得,すき家 - 東口店,PayPayポイント,-,本人,05012200000766
2026/07/08 14:49:46,"1,213",-,-,-,-,日本,支払い,すき家 - 東口店,PayPayあと払い,-,本人,05012200000766
2026/07/09 09:36:37,"5,571",-,-,-,-,日本,支払い,水道料金 請求書払い,PayPay残高,-,本人,05012200000756
2026/07/10 21:44:16,-,12,-,-,-,日本,ポイント、残高の獲得,丸亀製麺 本町,PayPayポイント,-,本人,05012200000767
2026/07/10 21:44:16,"1,242",-,-,-,-,日本,支払い,丸亀製麺 本町,PayPay残高,-,本人,05012200000767
2026/07/11 22:25:58,-,2,-,-,-,日本,ポイント、残高の獲得,スターバックス コーヒー - 駅ビル店,PayPayポイント,-,本人,05012200000768
2026/07/11 22:25:58,418,-,-,-,-,日本,支払い,スターバックス コーヒー - 駅ビル店,PayPay残高,-,本人,05012200000768
2026/07/12 10:55:38,980,-,-,-,-,日本,支払い,Spotify,クレジット Mastercard 0000,ー回払い,本人,05012200000753
2026/07/13 08:17:05,-,7,-,-,-,日本,ポイント、残高の獲得,すき家 - 東口店,PayPayポイント,-,本人,05012200000769
2026/07/13 08:17:05,"1,587",-,-,-,-,日本,支払い,すき家 - 東口店,PayPay残高,-,本人,05012200000769
2026/07/13 17:41:06,-,48,-,-,-,日本,ポイント、残高の獲得,サイゼリヤ - 中央店,PayPayポイント,-,本人,05012200000770
2026/07/13 17:41:06,"3,239",-,-,-,-,日本,支払い,サイゼリヤ - 中央店,PayPay残高,-,本人,05012200000770
2026/07/14 12:54:24,-,7,-,-,-,日本,ポイント、残高の獲得,スターバックス コーヒー - 駅ビル店,PayPayポイント,-,本人,05012200000771
2026/07/14 12:54:24,776,-,-,-,-,日本,支払い,スターバックス コーヒー - 駅ビル店,PayPayあと払い,-,本人,05012200000771
2026/07/15 10:00:06,-,15,-,-,-,日本,ポイント、残高の獲得,丸亀製麺 本町,PayPayポイント,-,本人,05012200000772
2026/07/15 10:00:06,"1,042",-,-,-,-,日本,支払い,丸亀製麺 本町,PayPayあと払い,-,本人,05012200000772
2026/07/15 18:43:12,"6,098",-,-,-,-,日本,支払い,ガス料金 請求書払い,PayPay残高,-,本人,05012200000755
2026/07/16 11:41:57,-,5,-,-,-,日本,ポイント、残高の獲得,セブン-イレブン 中央一丁目店,PayPayポイント,-,本人,05012200000773
2026/07/16 11:41:57,589,-,-,-,-,日本,支払い,セブン-イレブン 中央一丁目店,クレジット Mastercard 0000,ー回払い,本人,05012200000773
2026/07/16 13:26:09,-,5,-,-,-,日本,ポイント、残高の獲得,丸亀製麺 本町,PayPayポイント,-,本人,05012200000774
2026/07/16 13:26:09,"1,071",-,-,-,-,日本,支払い,丸亀製麺 本町,クレジット Mastercard 0000,ー回払い,本人,05012200000774
2026/07/18 12:21:09,-,2,-,-,-,日本,ポイント、残高の獲得,ローソン - 駅前店,PayPayポイント,-,本人,05012200000775
2026/07/18 12:21:09,268,-,-,-,-,日本,支払い,ローソン - 駅前店,PayPay残高,-,本人,05012200000775
2026/07/18 12:45:37,-,5,-,-,-,日本,ポイント、残高の獲得,ドトールコーヒーショップ - 東口店,PayPayポイント,-,本人,05012200000776
2026/07/18 12:45:37,557,-,-,-,-,日本,支払い,ドトールコーヒーショップ - 東口店,PayPayあと払い,-,本人,05012200000776
2026/07/18 13:21:47,"4,378",-,-,-,-,日本,支払い,ソフトバンク 携帯料金,クレジット Mastercard 0000,ー回払い,本人,05012200000751
2026/07/19 20:27:02,-,16,-,-,-,日本,ポイント、残高の獲得,丸亀製麺 本町,PayPayポイント,-,本人,05012200000777
2026/07/19 20:27:02,"1,095",-,-,-,-,日本,支払い,丸亀製麺 本町,PayPay残高,-,本人,05012200000777
2026/07/21 12:24:41,-,12,-,-,-,日本,ポイント、残高の獲得,業務スーパー 中央二丁目店,PayPayポイント,-,本人,05012200000778
2026/07/21 12:24:41,"2,507",-,-,-,-,日本,支払い,業務スーパー 中央二丁目店,PayPayあと払い,-,本人,05012200000778
2026/07/21 17:21:01,"10,710",-,-,-,-,日本,支払い,電気料金 請求書払い,PayPay残高,-,本人,05012200000754
2026/07/21 20:31:54,-,"30,000",-,-,-,日本,チャージ,PayPay,PayPay残高,-,本人,05012200000757
2026/07/22 09:20:04,-,7,-,-,-,日本,ポイント、残高の獲得,スターバックス コーヒー - 駅ビル店,PayPayポイント,-,本人,05012200000780
2026/07/22 09:20:04,513,-,-,-,-,日本,支払い,スターバックス コーヒー - 駅ビル店,クレジット Mastercard 0000,ー回払い,本人,05012200000780
